dep.afonsomotta@camara.leg.br;;Afonso Antunes da Motta;AFONSO MOTTA;PDT;RS;X;(61) 3215-5711;;;711 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178835.jpg;M
dep.aguinaldoribeiro@camara.leg.br;;Aguinaldo Velloso Borges Ribeiro;AGUINALDO RIBEIRO;PP;PB;X;(61) 3215-5735;;;735 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160527.jpg;M
dep.alanrick@camara.leg.br;;Alan Rick Miranda;ALAN RICK;PRB;AC;;(61) 3215-5650;;;650 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178836.jpg;M
dep.albertofilho@camara.leg.br;;José Alberto Oliveira Veloso Filho;ALBERTO FILHO;PMDB;MA;;(61) 3215-5350;;;350 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160582.jpg;M
dep.albertofraga@camara.leg.br;;João Alberto Fraga Silva;ALBERTO FRAGA;DEM;DF;;(61) 3215-5511;;;511 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73579.jpg;M
dep.alceumoreira@camara.leg.br;;Alceu Moreira da Silva;ALCEU MOREIRA;PMDB;RS;X;(61) 3215-5238;;;238 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160559.jpg;M
dep.alessandromolon@camara.leg.br;;Alessandro Lucciola Molon;ALESSANDRO MOLON;REDE;RJ;X;(61) 3215-5652;;;652 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160511.jpg;M
dep.alexcanziani@camara.leg.br;;Alex Canziani Silveira;ALEX CANZIANI;PTB;PR;;(61) 3215-5842;;;842 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73458.jpg;M
dep.alexmanente@camara.leg.br;;Alex Spinelli Manente;ALEX MANENTE;PPS;SP;;(61) 3215-5245;;;245 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178972.jpg;M
dep.alexandrebaldy@camara.leg.br;;Alexandre Baldy de Sant'Anna Braga;ALEXANDRE BALDY;PTN;GO;;(61) 3215-5441;;;441 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178875.jpg;M
dep.alexandreleite@camara.leg.br;;Alexandre Leite da Silva;ALEXANDRE LEITE;DEM;SP;;(61) 3215-5841;;;841 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160545.jpg;M
dep.alexandreserfiotis@camara.leg.br;;Alexandre Augustus Serfiotis;ALEXANDRE SERFIOTIS;PMDB;RJ;;(61) 3215-5554;;;554 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178833.jpg;M
dep.alexandrevalle@camara.leg.br;;Alexandre Valle Cardoso;ALEXANDRE VALLE;PR;RJ;;(61) 3215-5587;;;587 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178936.jpg;M
dep.alfredokaefer@camara.leg.br;;Jacob Alfredo Stoffels Kaefer;ALFREDO KAEFER;PSL;PR;;(61) 3215-5818;;;818 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141454.jpg;M
dep.alfredonascimento@camara.leg.br;;Alfredo Pereira do Nascimento;ALFREDO NASCIMENTO;PR;AM;;(61) 3215-5401;;;401 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178846.jpg;M
dep.aliceportugal@camara.leg.br;;Alice Mazzuco Portugal;ALICE PORTUGAL;PCdoB;BA;;(61) 3215-5420;;;420 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74057.jpg;F
dep.alielmachado@camara.leg.br;;Aliel Machado Bark;ALIEL MACHADO;REDE;PR;X;(61) 3215-5480;;;480 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178927.jpg;M
dep.altineucortes@camara.leg.br;;Altineu Côrtes Freitas Coutinho;ALTINEU CÔRTES;PMDB;RJ;X;(61) 3215-5578;;;578 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178937.jpg;M
dep.aluisiomendes@camara.leg.br;;Aluisio Guimaraes Mendes Filho;ALUISIO MENDES;PTN;MA;;(61) 3215-5931;;;931 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178881.jpg;M
dep.anaperugini@camara.leg.br;;Ana Lucia Lippaus Perugini;ANA PERUGINI;PT;SP;X;(61) 3215-5436;;;436 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178973.jpg;F
dep.andersonferreira@camara.leg.br;;Anderson Ferreira Rodrigues;ANDERSON FERREIRA;PR;PE;;(61) 3215-5450;;;450 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160551.jpg;M
dep.andreabdon@camara.leg.br;;Andre Dos Santos Abdon;ANDRÉ ABDON;PP;AP;;(61) 3215-5831;;;831 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178831.jpg;M
dep.andrefigueiredo@camara.leg.br;;André Peixoto Figueiredo Lima;ANDRÉ FIGUEIREDO;PDT;CE;;(61) 3215-5940;;;940 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/133439.jpg;M
dep.andremoura@camara.leg.br;;André Luís Dantas Ferreira;ANDRE MOURA;PSC;SE;X;(61) 3215-5846;;;846 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160543.jpg;M
dep.andressanchez@camara.leg.br;;Andres Navarro Sanchez;ANDRES SANCHEZ;PT;SP;;(61) 3215-5939;;;939 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178974.jpg;M
dep.angelaalbino@camara.leg.br;;Angela Albino;ANGELA ALBINO;PCdoB;SC;;(61) 3215-5609;;;609 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/192120.jpg;F
dep.angelim@camara.leg.br;;Raimundo Angelim Vasconcelos;ANGELIM;PT;AC;;(61) 3215-5543;;;543 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178837.jpg;M
dep.antoniobrito@camara.leg.br;;Antonio Luiz Paranhos Ribeiro Leite de Brito;ANTONIO BRITO;PSD;BA;;(61) 3215-5479;;;479 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160553.jpg;M
dep.antoniobulhoes@camara.leg.br;;Antonio Carlos Martins de Bulhões;ANTONIO BULHÕES;PRB;SP;X;(61) 3215-5327;;;327 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141383.jpg;M
dep.antoniocarlosmendesthame@camara.leg.br;;Antonio Carlos de Mendes Thame;ANTONIO CARLOS MENDES THAME;PV;SP;;(61) 3215-5915;;;915 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73584.jpg;M
dep.antonioimbassahy@camara.leg.br;;Antonio José Imbassahy da Silva;ANTONIO IMBASSAHY;PSDB;BA;;(61) 3215-5810;;;810 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160530.jpg;M
dep.antoniojacome@camara.leg.br;;Antonio Jacome de Lima Junior;ANTÔNIO JÁCOME;PTN;RN;;(61) 3215-5230;;;230 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178950.jpg;M
dep.arlindochinaglia@camara.leg.br;;Arlindo Chignalia Junior;ARLINDO CHINAGLIA;PT;SP;;(61) 3215-5966;;;Ala A Ed. Principal - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73433.jpg;M
dep.arnaldofariadesa@camara.leg.br;;Arnaldo Faria de Sá;ARNALDO FARIA DE SÁ;PTB;SP;X;(61) 3215-5929;;;929 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73434.jpg;M
dep.arnaldojordy@camara.leg.br;;Arnaldo Jordy Figueiredo;ARNALDO JORDY;PPS;PA;;(61) 3215-5506;;;506 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160602.jpg;M
dep.arnonbezerra@camara.leg.br;;Jose Arnon Cruz Bezerra de Menezes;ARNON BEZERRA;PTB;CE;;(61) 3215-5413;;;413 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74291.jpg;M
dep.arthurlira@camara.leg.br;;Arthur César Pereira de Lira;ARTHUR LIRA;PP;AL;X;(61) 3215-5942;;;942 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160541.jpg;M
dep.arthuroliveiramaia@camara.leg.br;;Arthur de Oliveira Maia da Silva;ARTHUR OLIVEIRA MAIA;PPS;BA;X;(61) 3215-5830;;;830 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160600.jpg;M
dep.arthurvirgiliobisneto@camara.leg.br;;Arthur Virgilio do Carmo Ribeiro Bisneto;ARTHUR VIRGÍLIO BISNETO;PSDB;AM;;(61) 3215-5583;;;583 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178847.jpg;M
dep.assiscarvalho@camara.leg.br;;Francisco de Assis Carvalho Gonçalves;ASSIS CARVALHO;PT;PI;;(61) 3215-5909;;;909 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/159237.jpg;M
dep.assisdocouto@camara.leg.br;;Assis Miguel do Couto;ASSIS DO COUTO;PDT;PR;;(61) 3215-5428;;;428 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74378.jpg;M
dep.atilalins@camara.leg.br;;Átila Sidney Lins Albuquerque;ÁTILA LINS;PSD;AM;;(61) 3215-5730;;;730 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74090.jpg;M
dep.atilalira@camara.leg.br;;Átila Freitas Lira;ÁTILA LIRA;PSB;PI;;(61) 3215-5640;;;640 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74459.jpg;M
dep.augustocarvalho@camara.leg.br;;Augusto Silveira de Carvalho;AUGUSTO CARVALHO;SD;DF;;(61) 3215-5215;;;215 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73655.jpg;M
dep.augustocoutinho@camara.leg.br;;Augusto Rodrigues Coutinho de Melo;AUGUSTO COUTINHO;SD;PE;;(61) 3215-5373;;;373 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160665.jpg;M
dep.aureo@camara.leg.br;;Aureo Lidio Moreira Ribeiro;AUREO;SD;RJ;;(61) 3215-5212;;;212 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160512.jpg;M
dep.bacelar@camara.leg.br;;Joao Carlos Bacelar Batista;BACELAR;PTN;BA;;(61) 3215-5381;;;381 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/69871.jpg;M
dep.baleiarossi@camara.leg.br;;Luiz Felipe Baleia Tenuto Rossi;BALEIA ROSSI;PMDB;SP;;(61) 3215-5829;;;829 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178975.jpg;M
dep.bebeto@camara.leg.br;;Adalberto Souza Galvão;BEBETO;PSB;BA;;(61) 3215-5541;;;541 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178834.jpg;M
dep.benitogama@camara.leg.br;;Benito da Gama Santos;BENITO GAMA;PTB;BA;;(61) 3215-5414;;;414 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74535.jpg;M
dep.benjaminmaranhao@camara.leg.br;;Benjamin Gomes Maranhão Neto;BENJAMIN MARANHÃO;SD;PB;X;(61) 3215-5458;;;458 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74040.jpg;M
dep.betinhogomes@camara.leg.br;;Heberte Lamarck Gomes da Silva;BETINHO GOMES;PSDB;PE;X;(61) 3215-5269;;;269 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178915.jpg;M
dep.betofaro@camara.leg.br;;José Roberto Oliveira Faro;BETO FARO;PT;PA;;(61) 3215-5723;;;723 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141335.jpg;M
dep.betomansur@camara.leg.br;;Paulo Roberto Gomes Mansur;BETO MANSUR;PRB;SP;;(61) 3215-5616;;;616 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73437.jpg;M
dep.betorosado@camara.leg.br;;Carlos Alberto de Sousa Rosado Segundo;BETO ROSADO;PP;RN;;(61) 3215-5840;;;840 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178948.jpg;M
dep.betosalame@camara.leg.br;;Roberto Salame Filho;BETO SALAME;PP;PA;;(61) 3215-5473;;;473 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178906.jpg;M
dep.bilacpinto@camara.leg.br;;Olavo Bilac Pinto Neto;BILAC PINTO;PR;MG;;(61) 3215-5806;;;806 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141513.jpg;M
dep.bohngass@camara.leg.br;;Elvino José Bohn Gass;BOHN GASS;PT;RS;;(61) 3215-5469;;;469 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160538.jpg;M
dep.bonifaciodeandrada@camara.leg.br;;Bonifácio José Tamm de Andrada;BONIFÁCIO DE ANDRADA;PSDB;MG;X;(61) 3215-5208;;;208 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74650.jpg;M
dep.brunafurlan@camara.leg.br;;Bruna Dias Furlan;BRUNA FURLAN;PSDB;SP;;(61) 3215-5836;;;836 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160589.jpg;F
dep.brunny@camara.leg.br;;Bruniele Ferreira Gomes;BRUNNY;PR;MG;;(61) 3215-5260;;;260 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178999.jpg;F
dep.brunocovas@camara.leg.br;;Bruno Covas Lopes;BRUNO COVAS;PSDB;SP;X;(61) 3215-5521;;;521 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178976.jpg;M
dep.cabodaciolo@camara.leg.br;;Benevenuto Daciolo Fonseca Dos Santos;CABO DACIOLO;PTdoB;RJ;;(61) 3215-5803;;;803 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178938.jpg;M
dep.cabosabino@camara.leg.br;;Flavio Alves Sabino;CABO SABINO;PR;CE;X;(61) 3215-5617;;;617 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178865.jpg;M
dep.cabucuborges@camara.leg.br;;Luiz Gionilson Pinheiro Borges;CABUÇU BORGES;PMDB;AP;;(61) 3215-5380;;;380 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/105112.jpg;M
dep.cacaleao@camara.leg.br;;Carlos Felipe Vazquez de Souza Leão;CACÁ LEÃO;PP;BA;;(61) 3215-5320;;;320 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/93083.jpg;M
dep.caetano@camara.leg.br;;Luiz Carlos Caetano;CAETANO;PT;BA;;(61) 3215-5415;;;415 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178853.jpg;M
dep.caionarcio@camara.leg.br;;Caio Narcio Rodrigues da Silveira;CAIO NARCIO;PSDB;MG;;(61) 3215-5431;;;431 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178891.jpg;M
dep.cajarnardes@camara.leg.br;;Cajar Onesimo Ribeiro Nardes;CAJAR NARDES;PR;RS;;(61) 3215-5625;;;625 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/194261.jpg;M
dep.capitaoaugusto@camara.leg.br;;Jose Augusto Rosa;CAPITÃO AUGUSTO;PR;SP;X;(61) 3215-5273;;;273 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178829.jpg;M
dep.carlosandrade@camara.leg.br;;Carlos Augusto Andrade Silva;CARLOS ANDRADE;PHS;RR;;(61) 3215-5758;;;758 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178958.jpg;M
dep.carlosbezerra@camara.leg.br;;Carlos Gomes Bezerra;CARLOS BEZERRA;PMDB;MT;X;(61) 3215-5815;;;815 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141401.jpg;M
dep.carloseduardocadoca@camara.leg.br;;Carlos Eduardo Cintra da Costa Pereira;CARLOS EDUARDO CADOCA;PDT;PE;;(61) 3215-5754;;;754 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74474.jpg;M
dep.carlosgomes@camara.leg.br;;Antonio Carlos Gomes da Silva;CARLOS GOMES;PRB;RS;;(61) 3215-5285;;;285 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178962.jpg;M
dep.carloshenriquegaguim@camara.leg.br;;Carlos Henrique Amorim;CARLOS HENRIQUE GAGUIM;PTN;TO;X;(61) 3215-5222;;;222 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178993.jpg;M
dep.carlosmanato@camara.leg.br;;Carlos Humberto Mannato;CARLOS MANATO;SD;ES;;(61) 3215-5313;;;313 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74163.jpg;M
dep.carlosmarun@camara.leg.br;;Carlos Eduardo Xavier Marun;CARLOS MARUN;PMDB;MS;X;(61) 3215-5372;;;372 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178900.jpg;M
dep.carlosmelles@camara.leg.br;;Carlos do Carmo Andrade Melles;CARLOS MELLES;DEM;MG;;(61) 3215-5243;;;243 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74651.jpg;M
dep.carlossampaio@camara.leg.br;;Carlos Henrique Focesi Sampaio;CARLOS SAMPAIO;PSDB;SP;;(61) 3215-5207;;;207 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74262.jpg;M
dep.carloszarattini@camara.leg.br;;Carlos Alberto Rolim Zarattini;CARLOS ZARATTINI;PT;SP;;(61) 3215-5808;;;808 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141398.jpg;M
dep.carmenzanotto@camara.leg.br;;Carmen Emília Bonfá Zanotto;CARMEN ZANOTTO;PPS;SC;;(61) 3215-5240;;;240 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/164360.jpg;F
dep.celiosilveira@camara.leg.br;;Celio Antonio da Silveira;CÉLIO SILVEIRA;PSDB;GO;;(61) 3215-5565;;;565 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178876.jpg;M
dep.celsojacob@camara.leg.br;;Celso Alencar Ramos Jacob;CELSO JACOB;PMDB;RJ;;(61) 3215-5917;;;917 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73568.jpg;M
dep.celsomaldaner@camara.leg.br;;Celso Maldaner;CELSO MALDANER;PMDB;SC;;(61) 3215-5311;;;311 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141405.jpg;M
dep.celsopansera@camara.leg.br;;Celso Pansera;CELSO PANSERA;PMDB;RJ;;(61) 3215-5475;;;475 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/72912.jpg;M
dep.celsorussomanno@camara.leg.br;;Celso Ubirajara Russomanno;CELSO RUSSOMANNO;PRB;SP;;(61) 3215-5960;;;960 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73441.jpg;M
dep.cesarhalum@camara.leg.br;;Cesar Hanna Halum;CÉSAR HALUM;PRB;TO;;(61) 3215-5422;;;422 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160576.jpg;M
dep.cesarmessias@camara.leg.br;;Carlos Cesar Correia de Messias;CÉSAR MESSIAS;PSB;AC;;(61) 3215-5956;;;956 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178838.jpg;M
dep.chicoalencar@camara.leg.br;;Francisco Rodrigues de Alencar Filho;CHICO ALENCAR;PSOL;RJ;X;(61) 3215-5848;;;848 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74171.jpg;M
dep.chicodangelo@camara.leg.br;;Francisco José D'Angelo Pinto;CHICO D'ANGELO;PT;RJ;;(61) 3215-5542;;;542 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141439.jpg;M
dep.chicolopes@camara.leg.br;;Francisco Lopes da Silva;CHICO LOPES;PCdoB;CE;;(61) 3215-5310;;;310 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141440.jpg;M
dep.christianedesouzayared@camara.leg.br;;Christiane de Souza Yared;CHRISTIANE DE SOUZA YARED;PR;PR;;(61) 3215-5201;;;201 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178928.jpg;F
dep.clarissagarotinho@camara.leg.br;;Clarissa Barros Assed Matheus de Oliveira;CLARISSA GAROTINHO;PR;RJ;;(61) 3215-5714;;;714 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178939.jpg;F
dep.claudiocajado@camara.leg.br;;Cláudio Cajado Sampaio;CLAUDIO CAJADO;DEM;BA;;(61) 3215-5630;;;630 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74537.jpg;M
dep.cleberverde@camara.leg.br;;Cleber Verde Cordeiro Mendes;CLEBER VERDE;PRB;MA;;(61) 3215-5710;;;710 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141408.jpg;M
dep.conceicaosampaio@camara.leg.br;;Maria da Conceicao Sampaio Moura;CONCEIÇÃO SAMPAIO;PP;AM;;(61) 3215-5515;;;515 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178848.jpg;F
dep.covattifilho@camara.leg.br;;Luis Antonio Franciscatto Covatti;COVATTI FILHO;PP;RS;X;(61) 3215-5228;;;228 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178963.jpg;M
dep.creuzapereira@camara.leg.br;;Cleuza Pereira do Nascimento;CREUZA PEREIRA;PSB;PE;;(61) 3215-5662;;;662 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/194258.jpg;F
dep.cristianebrasil@camara.leg.br;;Cristiane Brasil Francisco;CRISTIANE BRASIL;PTB;RJ;X;(61) 3215-5644;;;644 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/93472.jpg;F
dep.dagoberto@camara.leg.br;;Dagoberto Nogueira Filho;DAGOBERTO;PDT;MS;;(61) 3215-5654;;;654 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141411.jpg;M
dep.damiaofeliciano@camara.leg.br;;Damião Feliciano da Silva;DAMIÃO FELICIANO;PDT;PB;;(61) 3215-5938;;;938 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74467.jpg;M
dep.daminapereira@camara.leg.br;;Damina de Carvalho Pereira;DÂMINA PEREIRA;PSL;MG;;(61) 3215-5434;;;434 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178892.jpg;F
dep.danielalmeida@camara.leg.br;;Daniel Gomes de Almeida;DANIEL ALMEIDA;PCdoB;BA;X;(61) 3215-5317;;;317 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74060.jpg;M
dep.danielcoelho@camara.leg.br;;Daniel Pires Coelho;DANIEL COELHO;PSDB;PE;X;(61) 3215-5813;;;813 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178916.jpg;M
dep.danielvilela@camara.leg.br;;Daniel Elias Carvalho Vilela;DANIEL VILELA;PMDB;GO;;(61) 3215-5471;;;471 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/144523.jpg;M
dep.danilocabral@camara.leg.br;;Danilo Jorge de Barros Cabral;DANILO CABRAL;PSB;PE;;(61) 3215-5423;;;423 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160528.jpg;M
dep.daniloforte@camara.leg.br;;Francisco Danilo Bastos Forte;DANILO FORTE;PSB;CE;X;(61) 3215-5384;;;384 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/62881.jpg;M
dep.danrleidedeushinterholz@camara.leg.br;;Danrlei de Deus Hinterholz;DANRLEI DE DEUS HINTERHOLZ;PSD;RS;;(61) 3215-5566;;;566 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160552.jpg;M
dep.darcisioperondi@camara.leg.br;;Darcísio Paulo Perondi;DARCÍSIO PERONDI;PMDB;RS;;(61) 3215-5518;;;518 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73891.jpg;M
dep.davialvessilvajunior@camara.leg.br;;Davi Alves Silva Júnior;DAVI ALVES SILVA JÚNIOR;PR;MA;;(61) 3215-5202;;;202 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141412.jpg;M
dep.davidsonmagalhaes@camara.leg.br;;Davidson de Magalhães Santos;DAVIDSON MAGALHÃES;PCdoB;BA;;(61) 3215-5826;;;826 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/101309.jpg;M
dep.deciolima@camara.leg.br;;Décio Nery de Lima;DÉCIO LIMA;PT;SC;;(61) 3215-5218;;;218 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/141413.jpg;M
dep.delegadoedermauro@camara.leg.br;;Eder Mauro Cardoso Barra;DELEGADO ÉDER MAURO;PSD;PA;X;32155586- Fax: 32152586;;;586 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178908.jpg;M
dep.delegadoedsonmoreira@camara.leg.br;;Edson Moreira da Silva;DELEGADO EDSON MOREIRA;PR;MG;X;(61) 3215-5933;;;933 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/178893.jpg;M
dep.delegadowaldir@camara.leg.br;;Waldir Soares de Oliveira;DELEGADO WALDIR;PR;GO;X;(61) 3215-5645;;;645 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/164359.jpg;M
dep.deley@camara.leg.br;;Wanderley Alves de Oliveira;DELEY;PTB;RJ;;(61) 3215-5742;;;742 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/74172.jpg;M
dep.diegoandrade@camara.leg.br;;Diego Leonardo de  Andrade Carvalho;DIEGO ANDRADE;PSD;MG;;(61) 3215-5307;;;307 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/160588.jpg;M
dep.diegogarcia@camara.leg.br;;Diego Alexsander Goncalo Paula Garcia;DIEGO GARCIA;PHS;PR;;(61) 3215-5745;;;;;http://www.camara.gov.br/internet/deputado/bandep/178929.jpg;M
dep.dilceusperafico@camara.leg.br;;Dilceu João Sperafico;DILCEU SPERAFICO;PP;PR;;(61) 3215-5746;;;746 - Anexo;;http://www.camara.gov.br/internet/deputado/bandep/73768.jpg;M
